hash,entropy
db346d691d7acc4dc2625db19f9e3f52,3.667837797403416
d1f2ad5a709a5b9a2920d0e6178f5bf2,3.569548827786958
6cdf031d4be1d43fcf3c1311451e36cb,3.2692475629608073
55f08fcc88b2212b13cfbf3e3dcb5734,3.4917292966721747
67fc10ac070213fc2df457216552a550,3.4178377974034158
3d534d48863a160864916641c6b9761c,3.401210641914682
155f9c55cbf878aafd6915a9c96e8b98,3.3911267670198737
d01aa7a401c10c9b59646baf3dcdd65e,3.6556390622295662
c3bceb65c491b22b313f76df3b5e31c3,3.4414280318460246
ea2c8efbf9f3437d0044360c1cf01486,3.702819531114783
de4f2de293afdd53ead01072af5878c4,3.667837797403416
a120bf5c460e8636b62828b37eff115a,3.694548827786958
70a543cc9bf1c4d633326e316711d567,3.6525182662886326
5747ef5b687df73eec5db389ae836e11,3.6289280318460246
31de031c47a2af2401e630cf985a9eee,3.730337797403416
3d27f403feca357ecf28f98fe4053fb7,3.5931390622295662
d65b15a10bc26286349d7958ba168fb9,3.7181390622295662
030342983dd9c457b40ecaa148dd1a6b,3.7417292966721747
bbb8b552449ead640b3c6d657d6418a2,3.652518266288633
a65b69a70380e18b89155e13a7a36159,3.4056390622295662
5541d48ed8dccdca4995481480d7ff57,3.375807235905091
749d188a40f5ce977b2edceb4e7a11ee,3.5931390622295662
ac15df66d1f51ffbcc2ce40bc2293a9b,3.6289280318460246
83ecd3a2fe765cce48f8d3ce89e47809,3.563307235905091
d7dcb96866ed74c09ee61094ed860b1d,3.3522170014624826
70116eba5eae0c0a1f549d48f1b64d0b,3.6556390622295667
a841baeaecdeff36dac5245c9bace27e,3.6493974703476995
8059f525e8645ed960b3aedd7d1d9c30,3.753928031846024
d8ba8d2d37033ec135d929b9d7473def,3.6053377974034158
2fb10b15c3634e0c54f7b3ca6def33fc,3.613608500731241
29396ce3dc26e0776ae501c5bcd6c2c5,3.5070488277869583
e0cb569383f2266a4298f8034f2924d8,3.5817475629608073
819708a4e993cdbca4f4f24b9cc9f23a,3.5900182662886326
d9ee3f2376dd5ad11c572985b069cd1f,3.7539280318460246
90f92557e6dba9cb18f8acfcf5093072,3.7417292966721747
346216168a41549ed528f8172262a582,3.4056390622295662
1a3f946a2eb8a478fd7bcbafc659736d,3.7806390622295662
bf9bb47c626b3a3cb1a0ecda0e5d5a7d,3.7150182662886326
bb99384d53c6f6661926464e8cd0c48f,3.569548827786958
24ce825182e17ead9bbe63fe78cc6b15,3.7067475629608078
