hash,entropy
098f6bcd4621d373cade4e832627b4f6,3.7806390622295662
fb469d7ef430b0baf0cab6c436e70375,3.569548827786958
25ab3b38f7afc116f18fa9821e44d561,3.715018266288633
2f6c2404198add983753e94fc24e752f,3.765319531114783
739c5b1cd5681e668f689aa66bcc254c,3.605337797403416
16c75dbf8dc6239f9d74b96299404446,3.5633072359050906
d90fe1178a183ec92bdb7a2ab2df06f0,3.709868358901741
24a1a3bc832644156b357026cbca787e,3.623778124459133
d4528bfc85cbf1377e1c84c18a7c730e,3.6136085007312415
dc57b55036e648390508e2f3277b9ab5,3.7303377974034158
81d5381bc1bd1f795970a22b6f19b0c8,3.6525182662886326
a46ae8d094a190cf890a3d54df54b59c,3.6167292966721747
589293d9e6e3ed1bc91fa2cc828f91d9,3.4987781244591325
e3361486e153b26b36aad2f01e6c90c6,3.6556390622295662
f1902ee7999262719edf2b39a4747f85,3.5931390622295662
a5414c9d27243e857d54b1e2309bf58e,3.765319531114783
5a6309327e044f0ff51388ac879869db,3.8431390622295662
e45aaef667ac6ae08cf88785c4e901c0,3.452819531114783
2048561fdd17e80531ba4e29f543ecfc,3.882048827786958
9edf71b9ce29b59c2db12810f40a2870,3.6792292966721747
9f6b918a4da1dd5a1ef888607aac440d,3.590018266288633
64c5857d6a56157c426074f3b6437917,3.586897470347699
f456eb93f6f55ab83146cfb6ce7acc9c,3.527518266288633
c9cb450e5ccb84806134dbf44e3d3366,3.5275182662886326
9fc4f98751e9f7ad7114b46e6babd3d1,3.6709585933443494
8b40a072809a51b5fbd0f47e95267a08,3.6442475629608073
4c1d5466e3e0dca6adcf8d3379bd5c93,3.676108500731241
24f80fd406fa88765c631dc78a582230,3.6053377974034158
cca4a1658b11d3bbd905e6f6c4b100b3,3.6289280318460246
808271918ac8d973447dbebe60cc6f77,3.738608500731241
d49921a2878af306054e20e0c90dc010,3.651210641914682
9c35a101f93d2999970c06c00639471c,3.3509093770885316
b17f49b533397d68d33732e424d9a5e3,3.5415301730294653
5145e1299684b7f092be73c0795a1509,3.691428031846024
378d397007693fc72ee20dcab7d04594,3.691428031846024
31020cc740e8d620b0178171fb175fe0,3.527518266288633
5f8e518fd288cf9e8492ed4ae9b0382c,3.569548827786958
9948abfedd979c0407ebae27db4b9e3d,3.4650182662886326
c63501f4aced22d23647445256a5b045,3.5633072359050906
b438911b33e9378fb71391a37f8a1d3c,3.303728908203315
a7e528b4a79d120bfdd02ab80d2e638f,3.7181390622295662
5e57d93e095d874ffaaeb6a80504fd0e,3.5542292966721747
af12d03e5b7c2e25ee23f823cd8322ca,3.4248008763572906
be0dc8187703a612fff7926aa58ab054,3.8431390622295662
2f895d91dbd09991f669a9cb58615825,3.3540301730294653
bb08f8f7f2910029fe74c879873cfa87,3.426915736636332
57fe4602e139db1f53a53c64a780bb0d,3.9056390622295662
a18f3a67c46a52875b26c390b181ee66,3.753928031846024
2cfcfd96203ff2f17c4a7f4e69398e3d,3.6084585933443494
ef7bf4cbfb9104faad17cd9a91bc1ac8,3.4139097655573916
e1761b8fb966cb3480f6d1d851855a95,3.6639097655573916
d22e81efa901eea60d9e6fc884711360,3.6289280318460246
4d0ee028589c4f6f7b52fde872fb6b2d,3.5931390622295667
dc469d10b57502a73cbc2efa53989feb,3.9056390622295662
fe533d35b1ef243c16d189548780869b,3.765319531114783
ced2e48f512b408ceb81ce6528bb2652,3.4025182662886326
9a4867d517747482efd706fa59ef6aeb,3.6442475629608073
2a651db071b646969c8f567e6b012934,3.757048827786958
56379c13289df8e911be60740e40bc93,3.7806390622295662
eab5281df3e7724a0dbab2b39b2b380f,3.5931390622295667
cab7e3285242cc80981531db72fc65f2,3.7775182662886326
7f51f5cbf8af9fa511f7d23573e6adad,3.507048827786958
6a8d4e9ef914a531c4f2adc50f3342d0,3.7181390622295662
d1686616b04f669385a60504d16446f4,3.1984768596329824
156a72bcc2f1cd996bb9db97a06a99b4,3.4567475629608073
7f336ec2a9e2e8487364baf55b649f06,3.7181390622295662
ae227f49366ec634d767bdca28cec147,3.6167292966721747
33f0243f0245cfa145b393976e20df5d,3.6678377974034158
7cdf38c41da6467e7a055405b3a7fb21,3.8042292966721747
3e8221e05b2977997afa3675588fb315,3.5931390622295662
7a684abbc8425e361562a1e43238ded4,3.6084585933443494
2199c8158eef6990030ef6526fe8421e,3.4331573285181993
c24a1702ac1bf46a58ee7953ad767a02,3.801108500731241
6ab3e0f400b01ee2b3e6e92c22c73b26,3.4147170014624826
a24b986433b8680d481b4cad4e65d37f,3.7303377974034158
4b31f07c3c7d41b518f233640b63bcfe,3.6053377974034158
5f227b48e7cf74a883eff66f6089bf49,3.569548827786958
251d986d6de647de9ed097c73d2fde3f,3.5026204074720737
575566db238630f1ff55be1b96e4944b,3.5900182662886326
ae71f00c14f5f67c9e602cd26bcfa0a0,3.5900182662886326
94b939a40bff4ca94db4ade7f0837a34,3.382048827786958
403f53ac7941cf728141f1bfa082e5b2,3.702819531114783
2250ccf62897e9eeb484a1f976fb2250,3.691428031846024
fc1de98069384a2e56e931a9ecf7c1ec,3.6761085007312415
12178307bb1c513d2bf5320565116b46,3.444548827786958
16895c34913a7f7c63778a411a5146c7,3.3439462981346573
3c38255124c2d30d780bfdfff53b5dbb,3.4139097655573916
7c0a43992071c2036aa5d514da39cdc6,3.5306390622295662
ad0075489dcbf04f3be6d8a42c8e5e7a,3.7959585933443494
bd4c13c59ef6edbaa13b2883e777835f,3.7806390622295662
efdefb0063eeea7440b7a8dac7f8e9e6,3.4790301730294653
c9ab5b288bde7e6922ec2c41664d04c2,3.6053377974034158
0f7a88217f498fc2bd453a5f0a04c8fd,3.628928031846024
621c3b649ffe2b9a7391e11ec76c138a,3.5817475629608078
50fb375951b8c72b013380a64412b5d5,3.691428031846024
b0e91c31f90ecdc5c44bc840d8abc4a1,3.5070488277869583
9a1fc605fca64aaef58719f02e988db3,3.827819531114783
7a62d7a3f045f1df3c9dbb8704e1ecbd,3.8667292966721747
48de5e62bc7a904b73d1abd71a61e405,3.7723683589017414
