hash,entropy
a94a8fe5ccb19ba61c4c0873d391e987982fbbd3,3.8250705203641813
c4033bff94b567a190e33faa551f411caef444f2,3.5775671571169285
b2c2a9ca41e220a80237ea3f484b92af0b7c7223,3.5184539577019214
84cb15079fe0d9e19e01a8526f9602be9fa10e3c,3.7823328717505142
a24356350f622a8d2158e7ebdaa9d8ff12f469d9,3.7561983328100945
2c81e9463532b35a6897935b1a0e253ba3b212d0,3.6873261452560078
0ff961fc84514dd8c4b45a841b397aa792ccdb81,3.737326145256008
63c2a69cf8f7e98743e13edf988b2a56965d4c05,3.8775671571169283
aa1d7104897ddbf12aa6d0bb11627e25db8b42e8,3.6134606841964274
72de3898b195c9f28a3cdc24ec64cf7885b8f9f4,3.7061983328100947
f185f5a6c3e461a473a33ce31da51041f5aadb01,3.568453957701921
e041b05cf99fbdaa12b3482c31d1f1e000afa077,3.7250705203641816
f81989534563bb10d83b6824aaa6c1909a577e61,3.8153115322251017
5653e2ba21a2a168fc8501695b2627ce710941a6,3.701205059304601
56a81253bf6dd43cc54ad04fbba13c9912c7681c,3.7995817701478343
8c7fc66301fcfed60b10ebefbff25e256f84cad0,3.6617687959731944
0e3a3f6aecc10e609d0e77e6894f2351df54f788,3.8061983328100943
8d4f9c3a3939fa91bd3a9ee837487fc8802c1cdb,3.644588496642341
fd80bc4ffc33f1cad92477ab9ea6a34010687b9e,3.8398227820087545
e444a2fd496cbc6857bb1c207b083a99febffccf,3.782332871750514
cca6a28b53693ddec4b763e82bd30408913ddbf6,3.8037016960573475
f68dc901fb23f6c3ac19d10099f5f55cd895e371,3.6848295085032614
4e59b398bc17ec5042adb9c46632f8110d225c95,3.8653115322251015
9aec99a4a2ffd1405023d674e770f2fbc1be07ba,3.777567157116928
6f89b1b869ba74075115e9e67e9808a9ad2fd3b4,3.787326145256008
91b6505b75e909e641f9d5ae305c15ec1e2faf0d,3.6750705203641814
94c6cc6195a7b9ab68afee0241ded18e21227868,3.7653115322251014
97a4f21486237a892725fedc50e69cc18a7d9a7e,3.775070520364181
af4eb935c6a881d0852b8e24a8b468ec081e425d,3.705152233310934
2bf05850ee4dda3fd064ff1390458006625f096d,3.571527784112274
374d53b37ddce11a0359aa621c1a17f2f6d13d06,3.6659573209491745
45e2bbabcb9bb662377cb62caaa5d5c966f0b8e7,3.575070520364181
c6bf454f6bdfcb2c19acdf035bc3bc20e10f4da5,3.628212945841001
dc7d413c3da18e64e1e51f4d877c842c4a1bdd76,3.5659573209491744
170062ac602489093567e8612ceab3dc7ebd1c8c,3.787326145256008
df0beeedcc159be7f2153a11ac4defe3eb097aa6,3.705152233310934
d960375ab22f5732fc9b1551156d247c2ca47fbf,3.6848295085032614
ff17d322f571734a5bffc787e645019a11b4844c,3.742091859889594
e49721397c2eb1d72752d8b6d6687c14a6ffa2c4,3.7659573209491746
d7e61a9374f547dcdfa617383efc42e32196e8cd,3.7275671571169284
9d03c0f896cbadcf3d9b32d844208933e1e244e4,3.6470851333950876
44103e12c85851a14c27ec972750bf66e32d608e,3.8398227820087545
592a80a1aced26b14bcc696965174dd3c5652a82,3.725070520364181
4db33893e0e7f60d13269ca2139b30e63e0000a2,3.5827373095049397
5e7c98fabb1d97682ac6ba81fe95de988732ec4b,3.7750705203641814
767c419f9d86330b122aa9c42ee7bfd54ecaf319,3.9020784069005807
ea6c0977c6dc819f1d65e9954f2f82da943f322c,3.7939427079182684
2d14417cb29c46214935ada5c3ce9dcc94b9e21c,3.4812867722513543
bd865616b007047a86cddc45f9738d763147a72b,3.7184539577019216
aad2187a386b2f17ec65f1b46d9ae74bb0adeb83,3.828212945841001
450568409e4c2ecd4b2166f26ef122746f7570f4,3.5782129458410012
7c8f691403913f3c6e7aacae8f57f7d736d80bcd,3.7561983328100945
41cda7c6201adcae2e896866a3dd8ba1154f7746,3.7659573209491746
d113ef08ec767d1a2d9a526c6a24789359be9ab0,3.9086949695628417
98d49f6ea9530d163f89278e61f48b78471051da,3.787326145256008
e9ce1365bf2ffd7df7991bb0c992338fa869eb06,3.7373261452560076
4b49365025b4cf7dee4a5a01ca138fe4ae7efef9,3.7750705203641814
265610eff4687cc4b160519e4c6ae950401d957d,3.7250705203641816
d578ccf6d0f794743e2c44552084650d3437a2ba,3.739822782008755
0b4d6539e50c5eb794baabc880d2ecc27935ef42,3.796439344671015
cff8ebd08b9102d4e88163acb77e0902a1ae9320,3.787326145256008
a217eca723433fb1633a99620648839f7dd2c80d,3.7709505944546677
496859d2401a8fc325ae1714d0f3d434dde10c47,3.756198332810095
29baaa5918ef3b771c89ed0ab583c2a797145b68,3.793942707918268
8ef162a1874470e7f97cc943244ba76f210cf0f3,3.6757163090882545
3c66bc644a1e47fdb141a3554e5006fa19a22036,3.7348295085032612
5146893943c6a1f8e66a7fbab2d08283353df0f7,3.862814895472355
0ca25b5806d41225e1411fbe72065e0af6b88a58,3.656198332810095
49bf33f59722135d2521a954060940406b1ec003,3.6653115322251018
b24b5d3a62df9c40ba765b4e0c6e62e416b96041,3.6970851333950883
90b14a44b57bd5cea35135e375577761bfbe1786,3.599581770147834
f2a3df114cbedea5600107079978f6a50e862a33,3.868453957701921
f6a66261fd0a5a7991b3039fdfc4b15f229ac8c5,3.7561983328100945
84475cda821537958fed107cc8ef78ef6c392ad1,3.7873261452560083
916f7c4b4d55c73728a289bfe5b9943c93cda840,3.837326145256008
f2d84ee3681c3ddb75c4db48a450eec67de15428,3.7134606841964275
7509b3579d0180d57135fa3eaa63bc296281c832,3.7995817701478343
32d7b6a078e2106e89b06e1dc66c33b96721a859,3.714334031792408
3186c76b231cd47d5bddabb54843765f992cfe8e,3.8398227820087545
fe6c2e5333b924d732e5873835d92182960b6fb9,3.699581770147834
28d86c4797c53199e27218ee3094728fb096eb3d,3.762814895472355
3e8491afca79492cf09b126513f3170257dfda9f,3.8159573209491744
9cbb013baa1fe4f6687d13751714148db5fabc29,3.818453957701921
b66a56bec3f823c34af7d2c80500bdcf2c0eafc5,3.6709505944546676
cca448de36deeb0131343a4e4bd8637d1883fc9b,3.5873261452560086
eb8ce472be389864e3d206ff7e8b62e7265776b4,3.534829508503261
e8db6c66f17ac08d455489cd902f0615e364ad89,3.8373261452560077
bf02ebdc9ed94f57ae7f9a5b52cd0e0862189cc6,3.8086949695628416
df7d0d7c93ea5cf9e7cb3633579b70ddf74ea88b,3.649581770147835
9ba1641ddb999f36d1fdfa139d2020367a9add85,3.5362800457568473
4bdc019b238512cdd8b04d8017daa0a7de799aa2,3.6307095825937474
2728caf3896ec44512e20e48cfea2ef8cc06a24b,3.615957320949174
d00b124b2301cb511667b57a88a3fbfdf6215b6c,3.6684539577019213
308e4901cd9da3587393c944d6611d8f02011a54,3.7128148954723548
6fd595cac0ccc8b6dffd753d61b913ddac8013eb,3.6332062193464942
d212bf839df928b34f3bf8abc559f92706074a79,3.7348295085032612
39ee82c68e9639de235c96420a249e13ade78629,3.537326145256008
ee49628ffc59a23ee43d7417559321abbe7a40fc,3.849581770147834
c8a559e128cfbe01e1d36f5a25a9a69a5c17ac17,3.6659573209491745
b237a9151e9b0f13b1778a751071d6df341c7254,3.736280045756847
f492d4c9b831d4dc06e7b7dd6fc82abb5486b44d,3.6995817701478337
b819a1c0d148f85637453ae766a2fe3112ecc59a,3.868453957701921
00682033c3eae81cc2dbed96ad19d3f4ceb4d94b,3.7061983328100947
6cd65a582d70c63df6af498dd1d894a22f4d3dfe,3.646439344671015
1292e33d2c6c4a688acb1f1a5499168a7ca9e0ec,3.765957320949174
6c678573ce09dfdda0a812fe80340f24f0e1577a,3.806198332810095
557e4d485c97c628bcb437519d5732754f5d2310,3.664911221450014
3c260b061c18f1f00b9507d01218beae22d2205f,3.614911221450014
dc660792626b94ac529cc36233c47cf7f10c6566,3.474024420865021
f7878861883a9e3ca362ceba308c32e0f825fb40,3.6771668463418403
e96fb73786c65ad321f670a7793d26e7f3cdd855,3.7061983328100956
5e6fee1eb26d30b4da92f0ad993a2603ac12e2bc,3.678212945841001
1ceba5139cdffcdccb016f2aab45ff0a983d2fa6,3.697085133395088
286a240ea48a3482290bbdda9ed595078a6a2102,3.5898227820087545
e8fd7ea7a867032373df793a22e44df002e65534,3.5970851333950877
f56f9a25474ccebbd15b4ec1194ea95ad0e2d835,3.818453957701921
e15ed46cfb3b84f2b8bbcd9580f442c9b1523c14,3.6495817701478344
4bbcc498cffe2ca404c06f61ed20acac592bf7a1,3.674024420865021
1b937a21f0cb4175e868429da458eeda6119f0b3,3.9184539577019213
fe73aa39f27d8b473a817706b78acc345a46c18e,3.7561983328100945
a8a9baadb540fb55b5fb6ee5ef0ada6412afdc1b,3.5149112214500144
00376fbfcc3c445ddd9e128ec2dfadfec90274b1,3.815957320949174
dd5899aee6b0e0d0990d4cb93449d884d5690d76,3.3924962976440196
340eff0dd89c81d56fccdafca076c77056bcfa64,3.6561983328100944
1d43df8c5a2b3ccc2edb4810cfbcee4fd3a61009,3.7520784069005813
56da56d4c423a1e195b7dfd3c30d0ca59d1e9d72,3.7362800457568475
3678fd177600c2f6dc78df23c17e08baed3dd4ce,3.630709582593748
e977c7c69008b34cd08cc614ea60ce8698f0efeb,3.565957320949174
41952a352d7876f02836fdebc69b698d4ebce4c7,3.9020784069005807
ba939d5b521095d7b06da562e2085e970270f424,3.6945884966423406
83eed848b9881c2c7a4d496198edfaac756d3d9a,3.6873261452560078
247603647b18c6a65c5b56f12d4dd0c6e001a7e0,3.730709582593748
d25dd9f0bc8b60e10a5aab28d18e90b17a2c6de1,3.6750705203641814
8ef5995788041cbba853bf8c6e28f3fe498d4244,3.7149112214500137
26e81d61f57904b3c06224ce41993594c063bb7c,3.7775671571169283
cacc85eca23ced646e336e5328bb6aab01dc60a3,3.4945884966423413
513fb2d229e2fd9c9ab027f61133829f9e3da16c,3.6750705203641814
4f54a7c76f4c4d475c429f5cb6934e2ed50d8f80,3.6928966084191077
adb484565ff6d0ef8a2bddc85506e00dc279c570,3.675716309088254
b370cb88d9e5a2d330b0f38db43003ae618b9879,3.6757163090882536
b12e9e42990c6cf651a2f64b12a6c162412282e0,3.4659573209491743
50bff4915b1cf2fa68d032e46e0673d9491c9711,3.875070520364181
85e461266bfcd9d78bc0ae9bb2d79c1b29fa3fc2,3.8250705203641813
229438fa9e6cedf2a9436d0c8c1553d88b0716ac,3.9086949695628412
8cbb247921c3e9da6f8acfa33360a8085fdd5c92,3.8464393446710146
b41e5f9414f45a102c332fe87a3ff5c952c3a3f6,3.668453957701921
b201461b5f4f08f96b053d8d1418b6608be9afd6,3.6037016960573482
6b58fe9d5d4bf33fc7a3111a3f35d420d8cea96b,3.856198332810095
8dc306edadd9848aa3209ac0109de4c985197720,3.6323328717505143
3059ccc90a191f8eaad47905847320f70f7eb8b9,3.7659573209491746
d33fe516e61d50ea1c1918472ddfaadea9269c1c,3.6873261452560078
d9447a16789867ae7b2ef730b7d483282dd50c3a,3.808694969562841
2b03dc75cd82ab47e2c53ad3dd65b47c21ea016e,3.718453957701921
d6475f31dc9358adbc1886041af2afa9c640d5c4,3.7775671571169283
3e3c6c999ce417a8c8132e865f8d99ab53586749,3.6873261452560078
eefe690cbc8f6957a2576727b171c9542d5c5860,3.734829508503261
29c6c40de7914e130958468f51ee72379eea29f2,3.737326145256008
4d250527da826384a2d596e220c1d6c0a325dc85,3.555798022035007
2ce039caaada2f75b8d058a5ae4bf6625ee9f614,3.827567157116928
2c9612b02141265866d3e33f138e3c708f2cf2f2,3.6026555965581872
e74c0b4b409624fdfff9ad9d5c6ead77eedb6758,3.6750705203641814
5a3f0b71af545dda5da751a19b3725aa86c74ad6,3.565311532225102
6a44130f846da9fe40481eb8d34ac76bedd93a90,3.670950594454668
751567ce8e292d6592ae342f9936a0773c75d10b,3.8250705203641813
e10fadfde4d59b31e97ae1cafc6abe7702dc9aae,3.652078406900581
fdada2ded643cdc6ce56971d206852153fcc785e,3.7061983328100943
26ca67a4d767704058defaf44122d696bdef3083,3.806198332810095
5c95319d9e98c946143272884b6a05722013d159,3.7275671571169284
2106848293629431bf5bac355ef278175e666276,3.718453957701921
50f224e99d2405660e103da99095c5b659eccbe7,3.6470851333950876
1f1dd6d69055cb865dc3253c4183fde36de35366,3.480709582593748
d6935a8298abccb4d74d2012bc8cdc1d1fd3a28c,3.6398227820087548
b8c18c374594dcb84c99522b62276b076e293286,3.596439344671015
d60b4cbc71eebc3d20b0672d645f3de5658fe766,3.6586949695628417
ad7d88aca5fe0903a51f3ac7dd70c14e195e4c6c,3.697085133395088
1dde39b637b1814a23bfffabd5055ccdc17f5b0f,3.7537016960573477
d9fe6620a3102b75479fb0fa1299cf79de79c890,3.7617687959731945
f3dadd9af81d58908fa2b89b0b12733232ce6669,3.7464393446710145
d43b30b0aead9582f6bc166cacbc80556bf53694,3.7348295085032612
8b35681d71471641433e176013546f8e2bd21802,3.542896608419108
c8670c833cd2ccccc87377533a8387a3b6ff4cbe,3.3369258344809203
2efade76063826d78e4074e2cc8385d0208a1b9c,3.806198332810095
caad25548cb513e794866e128fcc174bb3ddb120,3.8775671571169283
f83f0b952909b6e61e32b33e4b158eb95960d1f3,3.5568441215341675
decdc5a7d023b0dc190e70c6b49009fe5de878f9,3.7250705203641807
6268fc57f9c956981f083fa4ddc81dcb47ad5aba,3.7653115322251014
8bea0bbf18c90282bdde111088b31421b55a96a9,3.6307095825937474
bcc90441106871e039ce004113d04efd823f1818,3.5362800457568473
981337ef66ba95297f1c709d1ed0f3518ddd2a01,3.765957320949174
d130cd08202cf9e59089af7a08e14db9aa903630,3.7337834090041
488dd2eb75a391394a56a7cd1c146e4cfbdf7212,3.846439344671015
8646b829e5d8b843d014d0602a8f15b0259d618a,3.6398227820087543
e4b9514e8a42d8ae0724b8738844eb3437fef75b,3.531286772251354
b71ca2e489b4c9fc579441a51c81c70182d0d2b8,3.665957320949174
3cf52464b7f8c41fe62a0fe18ab56efd68de9b3f,3.827567157116928
d88db1343dfe6726707c6cc287b04ea46e3068d3,3.656198332810095
72ae7ab65739da35510cdb593a34095591fb5cb7,3.6306409835272806
0eb9cd737ede31616d8f3c00744fedd5ca312a1b,3.8250705203641813
ffe938b2368c1b6e13142fb340a503decaeaadc4,3.787326145256008
883ac92eab97a7873ee60371a57abcd3135ffcbc,3.694588496642341
902271aaecb45d4c80a143e59fbb3f8ae47ad07d,3.837326145256008
f45e1131e9aae9eaaf37322b4a5f3fa81ca1d202,3.590399971666361
62f6711e0f4e6ad22d4a9faed527922ba3f1771f,3.5873261452560077
393853387d6031546c9dfc20d67535b1c2d8e8d6,3.6750705203641814
e054210e11492253409ebee0f20b3f87a41a826a,3.6323328717505143
a75bf4b795ea6c04febb79bde39a72021681b2cf,3.839822782008755
0b8c1b76f46d0b454c87dad1e95ff9e045da92e5,3.827567157116928
